Txn Ref Number,Account Number,Date Time,Description,Withdrawals,Credit
TXN4001036,192139634,20-02-2025 02:03,Mutual Fund SIP,14857.63,
TXN4001037,578818953,14-10-2025 10:16,Transfer to Friend,15255.04,
TXN4001038,578818953,02-06-2025 17:13,Refund - Online Purchase,,1153.34
TXN4001039,305218736,16-06-2025 04:57,Freelance Payment,,15343.06
TXN4001040,192139634,23-10-2025 04:04,Cash Deposit,,22265.53
TXN4001041,957129235,27-03-2025 04:32,ATM Withdrawal,18738.98,
TXN4001042,560058708,17-09-2025 18:02,UPI Payment,2477.57,
TXN4001043,635153307,13-03-2025 13:40,Salary Deposit,,52537.87
TXN4001044,560058708,10-09-2025 23:19,Online Shopping - Flipkart,2124.73,
TXN4001045,573064860,22-03-2025 06:39,Salary Deposit,,85165.07
TXN4001046,635153307,20-07-2025 16:37,Salary Deposit,,49876.05
TXN4001047,305218736,26-05-2025 14:29,Refund - Online Purchase,,2588.31
TXN4001048,192139634,06-03-2025 07:26,Insurance Premium,8119.36,
TXN4001049,957129235,17-05-2025 03:45,Mutual Fund SIP,9087.00,
TXN4001050,305218736,29-10-2025 11:43,Grocery Purchase,2069.22,
TXN4001051,305218736,21-06-2025 17:35,Insurance Premium,2886.79,
TXN4001052,560058708,11-01-2025 13:09,Zomato Order,681.44,
TXN4001053,573064860,25-05-2025 22:03,Transfer to Friend,5652.75,
TXN4001054,573064860,19-05-2025 09:32,Mutual Fund SIP,1186.08,
TXN4001055,573064860,17-05-2025 16:13,Online Shopping - Amazon,2547.66,
TXN4001056,560058708,15-02-2025 13:57,Freelance Payment,,23352.39
TXN4001057,573064860,18-02-2025 18:00,Swiggy Instamart,1338.45,
TXN4001058,578818953,04-05-2025 16:21,Fuel Expense,2354.04,
TXN4001059,544914915,12-05-2025 03:04,Mutual Fund SIP,12634.08,
TXN4001060,924583611,09-03-2025 02:46,Salary Deposit,,82449.38
TXN4001061,544914915,21-01-2025 18:12,ATM Withdrawal,10503.21,
TXN4001062,635153307,11-10-2025 06:14,Mutual Fund SIP,8195.83,
TXN4001063,305218736,15-03-2025 00:18,Swiggy Instamart,702.89,
TXN4001064,560058708,13-02-2025 09:42,Grocery Purchase,4018.59,
TXN4001065,573064860,22-08-2025 04:19,Online Shopping - Flipkart,3831.04,
TXN4001066,578818953,27-09-2025 03:08,Zomato Order,1287.16,
TXN4001067,957129235,14-04-2025 17:06,Fuel Expense,3691.60,
TXN4001068,957129235,15-09-2025 16:19,Online Shopping - Amazon,556.48,
TXN4001069,573064860,21-07-2025 16:44,Fuel Expense,1650.72,
TXN4001070,578818953,07-02-2025 05:58,Interest Credit,,242.70
TXN4001071,305218736,20-01-2025 06:33,Swiggy Instamart,964.13,
TXN4001072,544914915,30-04-2025 05:02,UPI Payment,2818.32,
TXN4001073,544914915,20-03-2025 01:21,Salary Deposit,,93963.63
TXN4001074,578818953,15-07-2025 22:10,Investment Dividend,,10262.47
TXN4001075,192139634,12-06-2025 09:33,Online Shopping - Amazon,3493.70,
TXN4001076,560058708,21-05-2025 19:42,Refund - Online Purchase,,2913.93
TXN4001077,259331851,15-06-2025 23:55,Freelance Payment,,24429.25
TXN4001078,573064860,26-09-2025 04:07,Online Shopping - Amazon,2999.24,
TXN4001079,259331851,09-09-2025 01:15,Mutual Fund SIP,10176.70,
TXN4001080,924583611,25-07-2025 09:45,Subscription Renewal,674.78,
TXN4001081,560058708,03-01-2025 16:30,Investment Dividend,,1804.40
TXN4001082,573064860,26-08-2025 10:00,Salary Deposit,,95642.73
TXN4001083,192139634,20-04-2025 14:39,Transfer to Friend,23663.82,
TXN4001084,578818953,18-07-2025 19:01,Zomato Order,621.58,
TXN4001085,192139634,10-02-2025 01:41,Subscription Renewal,384.01,
TXN4001086,578818953,06-02-2025 08:20,Zomato Order,709.29,
TXN4001087,957129235,13-02-2025 17:36,ATM Withdrawal,6823.54,
TXN4001088,544914915,01-09-2025 06:10,UPI Payment,1454.24,
TXN4001089,259331851,11-01-2025 08:19,Mutual Fund SIP,8327.03,
TXN4001090,544914915,08-08-2025 02:29,Grocery Purchase,3648.71,
TXN4001091,560058708,16-08-2025 01:55,Subscription Renewal,698.57,
TXN4001092,957129235,30-09-2025 11:44,Swiggy Instamart,1381.18,
TXN4001093,192139634,02-07-2025 09:54,ATM Withdrawal,14052.07,
TXN4001094,578818953,16-04-2025 07:15,Grocery Purchase,4851.01,
TXN4001095,544914915,20-10-2025 03:50,Mutual Fund SIP,14725.70,
TXN4001096,192139634,28-10-2025 12:16,Transfer to Friend,12143.68,
TXN4001097,560058708,17-02-2025 16:29,Investment Dividend,,3785.46
TXN4001098,192139634,24-01-2025 20:23,Interest Credit,,282.46
TXN4001099,573064860,22-09-2025 09:20,UPI Payment,112.05,
TXN4001100,573064860,30-04-2025 21:19,Fuel Expense,582.02,
TXN4001101,924583611,08-08-2025 05:57,Restaurant Bill,1676.36,
TXN4001102,957129235,24-05-2025 18:36,Grocery Purchase,4901.93,
TXN4001103,635153307,29-10-2025 21:04,Fuel Expense,2845.26,
TXN4001104,544914915,22-10-2025 16:24,Online Shopping - Flipkart,4611.91,
TXN4001105,635153307,26-07-2025 22:38,Restaurant Bill,3647.55,
TXN4001106,573064860,25-04-2025 06:39,Grocery Purchase,1273.23,
TXN4001107,560058708,07-04-2025 02:40,Mutual Fund SIP,8886.27,
TXN4001108,573064860,25-09-2025 03:43,ATM Withdrawal,16617.33,
TXN4001109,192139634,11-09-2025 00:20,Subscription Renewal,1462.16,
TXN4001110,192139634,29-09-2025 07:48,Cash Deposit,,35192.55
TXN4001111,957129235,06-01-2025 21:19,Freelance Payment,,23463.42
TXN4001112,192139634,07-05-2025 08:10,Zomato Order,1391.61,
TXN4001113,924583611,20-09-2025 15:17,Cash Deposit,,59040.14
TXN4001114,578818953,01-01-2025 09:48,Salary Deposit,,56894.22
TXN4001115,544914915,02-09-2025 01:19,Insurance Premium,8278.84,
TXN4001116,544914915,15-10-2025 00:54,Subscription Renewal,1116.30,
TXN4001117,305218736,06-07-2025 01:20,Grocery Purchase,1416.62,
TXN4001118,544914915,20-07-2025 22:14,Online Shopping - Amazon,2771.04,
TXN4001119,573064860,09-02-2025 16:09,Utility Bill - Electricity,1955.80,
TXN4001120,635153307,13-01-2025 23:41,Investment Dividend,,11491.67
TXN4001121,560058708,03-06-2025 01:28,Utility Bill - Electricity,2613.06,
TXN4001122,635153307,25-10-2025 23:27,Online Shopping - Flipkart,3226.04,
TXN4001123,560058708,30-08-2025 21:44,Salary Deposit,,78744.05
TXN4001124,957129235,29-03-2025 09:05,Insurance Premium,5098.99,
TXN4001125,259331851,05-02-2025 14:55,Transfer to Friend,6328.12,
TXN4001126,560058708,27-02-2025 18:34,Transfer to Friend,10611.72,
TXN4001127,924583611,24-01-2025 03:13,Online Shopping - Flipkart,4932.42,
TXN4001128,305218736,28-05-2025 20:41,Salary Deposit,,84716.61
TXN4001129,924583611,11-09-2025 03:45,Utility Bill - Electricity,3439.61,
TXN4001130,957129235,17-07-2025 03:10,Cash Deposit,,48252.13
TXN4001131,259331851,25-01-2025 23:32,Salary Deposit,,63051.59
TXN4001132,924583611,24-07-2025 02:17,Interest Credit,,353.49
TXN4001133,573064860,01-02-2025 14:59,Grocery Purchase,696.20,
TXN4001134,957129235,31-10-2025 01:50,Insurance Premium,2077.03,
TXN4001135,259331851,19-10-2025 05:01,Zomato Order,412.12,
TXN4001136,544914915,05-02-2025 19:34,ATM Withdrawal,13099.69,
TXN4001137,305218736,02-08-2025 12:46,Fuel Expense,3998.02,
TXN4001138,192139634,17-02-2025 10:46,Utility Bill - Electricity,2348.09,
TXN4001139,573064860,16-03-2025 03:23,Mutual Fund SIP,12374.17,
TXN4001140,259331851,06-10-2025 19:54,Investment Dividend,,9557.30
TXN4001141,573064860,09-04-2025 16:11,Investment Dividend,,11897.45
TXN4001142,573064860,07-07-2025 15:52,Subscription Renewal,533.29,
TXN4001143,259331851,04-02-2025 21:37,Mutual Fund SIP,14610.77,
TXN4001144,259331851,25-03-2025 22:08,Mutual Fund SIP,14548.05,
TXN4001145,192139634,25-02-2025 09:18,Investment Dividend,,1551.00
TXN4001146,635153307,21-05-2025 03:43,Salary Deposit,,95249.02
TXN4001147,573064860,23-10-2025 10:03,ATM Withdrawal,15932.35,
TXN4001148,192139634,07-06-2025 18:02,Online Shopping - Flipkart,962.18,
TXN4001149,259331851,30-04-2025 22:31,Interest Credit,,240.59
TXN4001150,560058708,29-07-2025 04:05,Restaurant Bill,3201.66,
TXN4001151,259331851,13-02-2025 08:56,Online Shopping - Flipkart,3855.49,
TXN4001152,957129235,24-03-2025 06:27,Restaurant Bill,2215.34,
TXN4001153,578818953,04-05-2025 00:16,Transfer to Friend,9972.70,
TXN4001154,578818953,01-02-2025 09:10,Zomato Order,494.35,
TXN4001155,578818953,12-10-2025 23:11,Freelance Payment,,23241.85
TXN4001156,573064860,02-03-2025 04:01,Subscription Renewal,770.89,
TXN4001157,578818953,21-02-2025 21:20,Salary Deposit,,64690.69
TXN4001158,573064860,29-04-2025 21:34,Utility Bill - Electricity,3211.55,
TXN4001159,924583611,28-07-2025 01:42,Salary Deposit,,61768.11
TXN4001160,259331851,26-07-2025 13:43,Utility Bill - Electricity,1486.95,
TXN4001161,544914915,19-06-2025 06:12,Cash Deposit,,27465.28
TXN4001162,259331851,27-06-2025 04:46,Utility Bill - Electricity,1523.70,
TXN4001163,305218736,31-10-2025 23:36,Swiggy Instamart,1090.75,
TXN4001164,635153307,12-02-2025 09:42,Swiggy Instamart,603.91,
TXN4001165,578818953,25-09-2025 01:16,Zomato Order,1045.33,
TXN4001166,924583611,31-03-2025 19:13,Utility Bill - Electricity,2808.74,
TXN4001167,192139634,03-06-2025 20:19,UPI Payment,960.20,
TXN4001168,957129235,02-07-2025 06:08,Cash Deposit,,19046.74
TXN4001169,573064860,22-09-2025 15:49,Refund - Online Purchase,,1447.75
TXN4001170,578818953,04-10-2025 20:58,Restaurant Bill,827.19,
TXN4001171,573064860,16-01-2025 20:20,Swiggy Instamart,1692.29,
TXN4001172,259331851,22-03-2025 06:51,Transfer to Friend,20086.15,
TXN4001173,924583611,30-08-2025 00:26,Utility Bill - Electricity,3126.68,
TXN4001174,305218736,28-01-2025 23:55,Refund - Online Purchase,,3285.63
TXN4001175,544914915,21-10-2025 04:03,Investment Dividend,,6118.04
TXN4001176,544914915,01-03-2025 15:10,Grocery Purchase,4995.67,
TXN4001177,578818953,30-10-2025 12:17,Transfer to Friend,3074.42,
TXN4001178,924583611,31-03-2025 01:02,Online Shopping - Amazon,4389.96,
TXN4001179,192139634,09-01-2025 20:35,Online Shopping - Flipkart,2698.92,
TXN4001180,259331851,23-07-2025 22:50,Interest Credit,,153.08
TXN4001181,635153307,07-09-2025 01:03,UPI Payment,2671.21,
TXN4001182,192139634,18-05-2025 02:46,ATM Withdrawal,14750.80,
TXN4001183,635153307,16-10-2025 23:08,Grocery Purchase,3054.98,
TXN4001184,924583611,10-01-2025 00:12,Online Shopping - Flipkart,4583.96,
TXN4001185,305218736,26-05-2025 09:36,Subscription Renewal,847.90,
TXN4001186,544914915,09-08-2025 06:40,Mutual Fund SIP,14211.30,
TXN4001187,259331851,05-05-2025 17:23,Investment Dividend,,2713.58
TXN4001188,259331851,12-03-2025 23:35,Swiggy Instamart,1382.73,
TXN4001189,259331851,08-03-2025 06:40,Subscription Renewal,1025.12,
TXN4001190,560058708,17-09-2025 20:16,Refund - Online Purchase,,2736.35
TXN4001191,573064860,11-09-2025 19:30,ATM Withdrawal,1563.91,
TXN4001192,573064860,03-05-2025 01:52,Grocery Purchase,2081.22,
TXN4001193,957129235,19-01-2025 13:18,ATM Withdrawal,17800.71,
TXN4001194,544914915,12-06-2025 23:27,Restaurant Bill,953.38,
TXN4001195,192139634,16-03-2025 08:51,Cash Deposit,,22413.06
TXN4001196,635153307,16-09-2025 06:57,Mutual Fund SIP,9316.89,
TXN4001197,259331851,30-01-2025 23:35,Online Shopping - Flipkart,4712.66,
TXN4001198,578818953,27-07-2025 05:03,Grocery Purchase,2961.30,
TXN4001199,578818953,11-06-2025 18:56,Online Shopping - Amazon,3946.34,
TXN4001200,544914915,17-05-2025 07:55,Transfer to Friend,12903.14,
TXN4001201,192139634,22-06-2025 01:40,Online Shopping - Amazon,3649.94,
TXN4001202,560058708,23-02-2025 00:04,Refund - Online Purchase,,6377.83
TXN4001203,957129235,16-06-2025 01:13,Transfer to Friend,6621.69,
TXN4001204,192139634,09-05-2025 07:02,Interest Credit,,421.56
TXN4001205,192139634,06-08-2025 09:09,Investment Dividend,,8605.96
TXN4001206,578818953,30-03-2025 16:36,UPI Payment,1264.75,
TXN4001207,578818953,07-03-2025 03:44,ATM Withdrawal,3932.12,
TXN4001208,544914915,29-10-2025 04:44,Investment Dividend,,2884.00
TXN4001209,924583611,12-07-2025 07:02,Investment Dividend,,10186.50
TXN4001210,578818953,18-09-2025 09:21,Online Shopping - Flipkart,3604.28,
TXN4001211,192139634,02-02-2025 10:36,Fuel Expense,3125.11,
TXN4001212,578818953,12-10-2025 18:23,Subscription Renewal,525.21,
TXN4001213,578818953,03-04-2025 02:26,Utility Bill - Electricity,3263.07,
TXN4001214,192139634,15-04-2025 01:28,Utility Bill - Electricity,2848.68,
TXN4001215,560058708,25-10-2025 08:31,Subscription Renewal,929.59,
TXN4001216,578818953,04-03-2025 10:45,Transfer to Friend,9989.00,
TXN4001217,560058708,15-02-2025 00:52,Mutual Fund SIP,6506.94,
TXN4001218,560058708,04-09-2025 23:40,Grocery Purchase,4940.59,
TXN4001219,544914915,26-10-2025 14:40,Restaurant Bill,3723.21,
TXN4001220,259331851,05-01-2025 04:36,UPI Payment,1601.94,
TXN4001221,544914915,23-04-2025 08:06,Transfer to Friend,22500.39,
TXN4001222,192139634,27-05-2025 22:18,Cash Deposit,,15228.73
TXN4001223,957129235,15-05-2025 01:20,Subscription Renewal,373.18,
TXN4001224,578818953,26-10-2025 10:36,Cash Deposit,,46674.72
TXN4001225,578818953,09-10-2025 17:02,Zomato Order,1175.68,
TXN4001226,192139634,11-09-2025 23:54,Refund - Online Purchase,,5802.87
TXN4001227,305218736,23-08-2025 01:43,Utility Bill - Electricity,891.32,
TXN4001228,192139634,14-08-2025 16:57,Transfer to Friend,12205.55,
TXN4001229,957129235,12-06-2025 01:23,Online Shopping - Flipkart,2415.62,
TXN4001230,924583611,30-07-2025 16:52,Utility Bill - Electricity,2288.81,
TXN4001231,635153307,13-04-2025 11:43,Fuel Expense,2777.06,
TXN4001232,560058708,17-01-2025 09:30,Swiggy Instamart,629.27,
TXN4001233,560058708,11-10-2025 13:16,Fuel Expense,3086.89,
TXN4001234,560058708,05-02-2025 01:21,Online Shopping - Flipkart,3523.32,
TXN4001235,924583611,04-10-2025 03:51,UPI Payment,2238.49,
TXN4001236,305218736,09-04-2025 18:56,Interest Credit,,343.72
TXN4001237,305218736,16-04-2025 01:51,Interest Credit,,440.02
TXN4001238,573064860,05-01-2025 04:09,UPI Payment,2223.16,
TXN4001239,560058708,06-08-2025 07:34,Utility Bill - Electricity,2108.06,
TXN4001240,544914915,25-01-2025 21:41,Freelance Payment,,20150.40
TXN4001241,635153307,14-10-2025 20:20,Salary Deposit,,59181.89
TXN4001242,957129235,14-07-2025 18:34,ATM Withdrawal,2872.43,
TXN4001243,635153307,28-10-2025 22:55,Insurance Premium,14171.74,
TXN4001244,924583611,08-09-2025 10:33,Online Shopping - Amazon,4172.61,
TXN4001245,957129235,02-06-2025 15:28,Freelance Payment,,14049.06
TXN4001246,544914915,13-06-2025 07:56,Zomato Order,929.82,
TXN4001247,578818953,27-02-2025 22:15,Fuel Expense,3025.51,
TXN4001248,305218736,02-06-2025 18:23,Refund - Online Purchase,,5650.84
TXN4001249,573064860,10-01-2025 06:56,Subscription Renewal,1310.84,
TXN4001250,573064860,06-07-2025 04:23,Online Shopping - Flipkart,3701.56,
TXN4001251,578818953,27-01-2025 00:16,Online Shopping - Flipkart,4035.48,
TXN4001252,259331851,25-05-2025 19:18,Subscription Renewal,1493.12,
TXN4001253,544914915,01-03-2025 05:13,Online Shopping - Flipkart,2807.30,
TXN4001254,544914915,07-04-2025 08:50,UPI Payment,2470.92,
TXN4001255,560058708,13-01-2025 11:55,Swiggy Instamart,1513.87,
TXN4001256,957129235,28-05-2025 07:18,Mutual Fund SIP,9504.25,
TXN4001257,192139634,08-09-2025 05:25,Online Shopping - Flipkart,4221.01,
TXN4001258,259331851,19-09-2025 00:12,Freelance Payment,,14697.67
TXN4001259,192139634,14-08-2025 21:00,Cash Deposit,,46702.66
TXN4001260,259331851,24-08-2025 15:20,ATM Withdrawal,7005.91,
TXN4001261,544914915,07-07-2025 04:10,Mutual Fund SIP,14272.35,
TXN4001262,259331851,26-07-2025 20:34,Grocery Purchase,2573.14,
TXN4001263,957129235,27-08-2025 21:17,Swiggy Instamart,1562.07,
TXN4001264,635153307,13-08-2025 17:58,Utility Bill - Electricity,3864.06,
TXN4001265,578818953,07-03-2025 05:51,Cash Deposit,,53134.66
TXN4001266,924583611,17-10-2025 21:40,Swiggy Instamart,793.36,
TXN4001267,957129235,05-07-2025 03:59,ATM Withdrawal,5472.46,
TXN4001268,635153307,16-09-2025 00:42,Online Shopping - Amazon,4384.87,
TXN4001269,305218736,03-01-2025 16:09,Subscription Renewal,649.32,
TXN4001270,573064860,30-08-2025 20:56,Refund - Online Purchase,,4725.82
TXN4001271,573064860,08-06-2025 12:20,Online Shopping - Amazon,914.32,
TXN4001272,924583611,30-07-2025 21:59,UPI Payment,1797.63,
TXN4001273,305218736,02-03-2025 15:47,Restaurant Bill,751.27,
TXN4001274,924583611,28-01-2025 22:47,Grocery Purchase,1847.17,
TXN4001275,578818953,03-05-2025 17:43,Mutual Fund SIP,6541.69,
TXN4001276,924583611,17-10-2025 18:30,Grocery Purchase,1177.45,
TXN4001277,573064860,05-02-2025 00:25,Utility Bill - Electricity,2595.96,
TXN4001278,578818953,03-04-2025 06:28,Utility Bill - Electricity,883.72,
TXN4001279,544914915,11-10-2025 04:53,Interest Credit,,206.67
TXN4001280,560058708,23-07-2025 16:41,Salary Deposit,,77578.86
TXN4001281,635153307,25-04-2025 14:00,Cash Deposit,,52749.72
TXN4001282,635153307,01-08-2025 17:52,Cash Deposit,,5445.84
TXN4001283,957129235,14-10-2025 22:28,Utility Bill - Electricity,960.93,
TXN4001284,635153307,11-04-2025 07:43,Online Shopping - Amazon,4236.55,
TXN4001285,924583611,13-08-2025 21:14,Cash Deposit,,20649.87
TXN4001286,924583611,15-06-2025 14:47,Refund - Online Purchase,,5894.10
TXN4001287,957129235,22-10-2025 04:02,Zomato Order,488.60,
TXN4001288,259331851,13-05-2025 13:23,Fuel Expense,2512.92,
TXN4001289,578818953,08-06-2025 05:09,Zomato Order,496.36,
TXN4001290,259331851,19-04-2025 15:28,Zomato Order,1203.76,
TXN4001291,560058708,16-04-2025 03:57,Utility Bill - Electricity,2950.20,
TXN4001292,924583611,04-10-2025 21:13,Mutual Fund SIP,12360.12,
TXN4001293,924583611,11-05-2025 23:25,Online Shopping - Amazon,5949.45,
TXN4001294,259331851,29-07-2025 10:06,Utility Bill - Electricity,994.89,
TXN4001295,957129235,19-02-2025 06:06,Restaurant Bill,2517.44,
TXN4001296,635153307,24-03-2025 06:26,Freelance Payment,,25254.83
TXN4001297,578818953,04-09-2025 13:53,Online Shopping - Flipkart,3629.06,
TXN4001298,560058708,03-10-2025 05:23,Interest Credit,,252.22
TXN4001299,578818953,30-05-2025 12:22,Restaurant Bill,2928.39,
TXN4001300,560058708,09-05-2025 22:44,Zomato Order,1388.72,
TXN4001301,544914915,15-09-2025 04:52,UPI Payment,446.27,
TXN4001302,305218736,29-08-2025 09:40,Zomato Order,1016.27,
TXN4001303,573064860,26-05-2025 18:58,Swiggy Instamart,1018.56,
TXN4001304,635153307,01-01-2025 19:12,UPI Payment,2594.99,
TXN4001305,635153307,03-08-2025 09:26,Cash Deposit,,59008.73
TXN4001306,573064860,04-06-2025 06:59,Swiggy Instamart,938.91,
TXN4001307,635153307,01-08-2025 16:54,Fuel Expense,1125.96,
TXN4001308,635153307,08-09-2025 13:37,Investment Dividend,,5063.44
TXN4001309,305218736,11-03-2025 10:41,Zomato Order,646.76,
TXN4001310,544914915,03-04-2025 00:08,Refund - Online Purchase,,1155.63
TXN4001311,957129235,19-07-2025 09:58,ATM Withdrawal,949.08,
TXN4001312,259331851,05-10-2025 06:04,Zomato Order,867.15,
TXN4001313,544914915,05-01-2025 11:03,Subscription Renewal,930.99,
TXN4001314,560058708,17-06-2025 08:48,Cash Deposit,,22559.73
TXN4001315,578818953,16-08-2025 05:59,Zomato Order,1192.38,
TXN4001316,560058708,01-09-2025 12:46,Investment Dividend,,3287.61
TXN4001317,578818953,14-04-2025 16:53,ATM Withdrawal,18887.66,
TXN4001318,544914915,08-08-2025 00:41,UPI Payment,2313.25,
TXN4001319,635153307,03-01-2025 23:18,Zomato Order,1493.12,
TXN4001320,578818953,10-03-2025 09:16,Investment Dividend,,1504.45
TXN4001321,192139634,06-07-2025 23:30,Fuel Expense,1827.59,
TXN4001322,957129235,22-04-2025 06:21,Swiggy Instamart,790.67,
TXN4001323,560058708,30-09-2025 05:18,Restaurant Bill,2714.09,
TXN4001324,305218736,14-08-2025 17:45,Zomato Order,685.07,
TXN4001325,305218736,04-07-2025 15:24,Refund - Online Purchase,,1263.27
TXN4001326,192139634,22-06-2025 15:33,Online Shopping - Flipkart,2445.55,
TXN4001327,560058708,07-02-2025 17:23,Fuel Expense,3015.33,
TXN4001328,560058708,11-07-2025 00:55,Online Shopping - Amazon,2607.69,
TXN4001329,924583611,23-04-2025 05:14,ATM Withdrawal,4776.17,
TXN4001330,957129235,29-01-2025 15:27,Interest Credit,,196.89
TXN4001331,560058708,13-04-2025 16:41,Online Shopping - Amazon,714.88,
TXN4001332,578818953,04-06-2025 20:43,ATM Withdrawal,17419.50,
TXN4001333,560058708,14-10-2025 03:00,Salary Deposit,,95973.18
TXN4001334,560058708,24-05-2025 12:53,Interest Credit,,242.99
TXN4001335,957129235,17-09-2025 20:32,Swiggy Instamart,1234.23,
TXN4001336,578818953,18-01-2025 21:15,Refund - Online Purchase,,1575.19
TXN4001337,560058708,09-02-2025 13:21,Transfer to Friend,3664.20,
TXN4001338,957129235,08-06-2025 13:05,Online Shopping - Flipkart,4793.91,
TXN4001339,560058708,02-06-2025 08:23,Grocery Purchase,1894.13,
TXN4001340,305218736,28-05-2025 02:46,Interest Credit,,232.43
TXN4001341,578818953,24-05-2025 22:11,Interest Credit,,452.27
TXN4001342,635153307,16-01-2025 11:27,Investment Dividend,,10111.55
TXN4001343,635153307,14-06-2025 04:48,Grocery Purchase,4396.14,
TXN4001344,924583611,05-03-2025 03:07,ATM Withdrawal,17319.81,
TXN4001345,635153307,26-06-2025 16:18,Interest Credit,,323.75
TXN4001346,573064860,09-10-2025 13:40,Grocery Purchase,514.38,
TXN4001347,924583611,22-06-2025 17:53,ATM Withdrawal,16483.93,
TXN4001348,957129235,13-02-2025 06:02,Zomato Order,255.22,
TXN4001349,305218736,28-08-2025 15:20,Freelance Payment,,5357.69
TXN4001350,635153307,23-07-2025 17:40,Zomato Order,496.35,
TXN4001351,635153307,19-08-2025 05:00,Interest Credit,,65.07
TXN4001352,573064860,17-06-2025 13:51,Utility Bill - Electricity,3757.44,
TXN4001353,192139634,10-01-2025 08:37,Grocery Purchase,752.45,
TXN4001354,192139634,03-08-2025 14:24,Swiggy Instamart,1027.95,
TXN4001355,192139634,13-07-2025 21:26,Refund - Online Purchase,,4185.46
TXN4001356,560058708,26-09-2025 18:13,Freelance Payment,,14320.49
TXN4001357,192139634,05-10-2025 04:27,Mutual Fund SIP,3964.64,
TXN4001358,259331851,15-08-2025 03:07,Transfer to Friend,10171.40,
TXN4001359,560058708,09-08-2025 07:41,Insurance Premium,4715.44,
TXN4001360,544914915,23-06-2025 21:04,Transfer to Friend,21909.50,
TXN4001361,560058708,21-09-2025 16:40,Swiggy Instamart,574.82,
TXN4001362,192139634,22-04-2025 01:01,Salary Deposit,,51775.13
TXN4001363,635153307,09-08-2025 17:44,Grocery Purchase,4614.03,
TXN4001364,957129235,15-03-2025 01:45,ATM Withdrawal,17016.92,
TXN4001365,192139634,04-07-2025 11:06,Insurance Premium,4903.75,
TXN4001366,573064860,08-10-2025 03:32,Online Shopping - Flipkart,1230.41,
TXN4001367,259331851,09-08-2025 19:05,Transfer to Friend,1023.04,
TXN4001368,578818953,22-01-2025 17:35,Subscription Renewal,583.50,
TXN4001369,635153307,29-10-2025 04:08,Cash Deposit,,23162.99
TXN4001370,578818953,27-10-2025 02:30,Investment Dividend,,6265.04
TXN4001371,635153307,29-10-2025 04:09,Mutual Fund SIP,2475.53,
TXN4001372,578818953,03-05-2025 02:10,Subscription Renewal,1010.70,
TXN4001373,635153307,10-02-2025 05:20,Interest Credit,,468.73
TXN4001374,635153307,25-01-2025 16:22,Fuel Expense,2599.11,
TXN4001375,259331851,04-05-2025 18:07,Utility Bill - Electricity,2377.35,
TXN4001376,305218736,17-08-2025 08:43,Grocery Purchase,2120.79,
TXN4001377,544914915,07-01-2025 09:36,Transfer to Friend,5019.46,
TXN4001378,305218736,14-08-2025 18:17,Freelance Payment,,22937.71
TXN4001379,957129235,28-06-2025 23:21,Online Shopping - Flipkart,2110.66,
TXN4001380,544914915,24-04-2025 04:11,Insurance Premium,8854.36,
TXN4001381,305218736,01-09-2025 10:13,Salary Deposit,,91532.42
TXN4001382,305218736,10-05-2025 09:15,Investment Dividend,,5710.58
TXN4001383,560058708,26-10-2025 07:12,Mutual Fund SIP,14591.47,
TXN4001384,573064860,04-03-2025 13:16,Freelance Payment,,7469.71
TXN4001385,924583611,05-03-2025 17:13,Interest Credit,,446.46
TXN4001386,957129235,31-07-2025 08:43,Mutual Fund SIP,9541.51,
TXN4001387,544914915,14-07-2025 01:01,Restaurant Bill,1320.06,
TXN4001388,573064860,19-03-2025 07:46,Fuel Expense,2705.36,
TXN4001389,578818953,17-09-2025 08:17,Freelance Payment,,13944.87
TXN4001390,560058708,07-10-2025 03:26,Refund - Online Purchase,,2580.26
TXN4001391,305218736,02-07-2025 08:13,Zomato Order,904.70,
TXN4001392,560058708,01-05-2025 03:45,Transfer to Friend,6365.58,
TXN4001393,305218736,09-10-2025 02:16,Investment Dividend,,5481.56
TXN4001394,259331851,04-09-2025 14:22,Online Shopping - Amazon,3324.82,
TXN4001395,578818953,12-04-2025 03:48,Subscription Renewal,968.17,
TXN4001396,957129235,16-03-2025 13:29,UPI Payment,1095.51,
TXN4001397,924583611,21-06-2025 22:41,Utility Bill - Electricity,3314.00,
TXN4001398,544914915,26-09-2025 14:52,Swiggy Instamart,1332.22,
TXN4001399,924583611,14-04-2025 16:10,Grocery Purchase,4425.51,
TXN4001400,192139634,15-02-2025 08:14,Cash Deposit,,39681.50
TXN4001401,957129235,05-06-2025 19:45,Restaurant Bill,1740.68,
TXN4001402,544914915,12-01-2025 21:59,Utility Bill - Electricity,3748.60,
TXN4001403,635153307,04-08-2025 22:33,Online Shopping - Amazon,2234.80,
TXN4001404,192139634,12-01-2025 14:49,Mutual Fund SIP,10143.43,
TXN4001405,305218736,04-04-2025 20:44,Investment Dividend,,10894.39
TXN4001406,573064860,01-01-2025 10:51,Online Shopping - Amazon,4448.72,
TXN4001407,578818953,08-10-2025 06:36,Mutual Fund SIP,1757.97,
TXN4001408,924583611,25-09-2025 08:26,Freelance Payment,,15233.97
TXN4001409,924583611,26-07-2025 16:46,Zomato Order,471.23,
TXN4001410,578818953,11-03-2025 03:32,Insurance Premium,8248.96,
TXN4001411,573064860,23-01-2025 00:28,Online Shopping - Amazon,2719.84,
